,Document,Topic,Name,Top_n_words,Probability,Representative_document
0,"rt : persecucin matonesca en contra de la industria del vapeo en chile, con",-1,-1_rt_vapeadores_vapeo_vapear,rt - vapeadores - vapeo - vapear - plstico - murieron - ayer - mas - exconsejero - corte,0.0,False
1,las tabacaleras trabajan a full para desprestigiar y desinformar sobre el vapeo y gente ignorante da opiniones estpidas,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.880144156969571,False
2,"jajajajajajaja dos consejos: .- cuando te paguen por campaas pendejas, asegrate que lo vas a tuitear tenga fundamento cientfico. .- cuando quieras atacar al vapeo, lee por lo menos dos ensayos clnicos que se contrapongan en los resultados y de ah partes para tu argumento",1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.8295919958167806,False
3,llevo tres aos vapeando y mis exmenes mdicos y pulmonares han sido excelentes gracias al vapeo he tenido una disminucin de dao en mis pulmones,2,2_vapeadores_salud_rt_riesgo,vapeadores - salud - rt - riesgo - uso - conoce - vapeo - aqu - aos - jvenes,0.7515457906716693,False
4,"vapeo desde el y veo muchas publicaciones de que le vape es malo y peor que le cigarro, es verdad es mucho ms adictivo y ms sencillo de utilizar en cualquier lado (no como el cigarro) pero todas esas publicaciones de que se hospitalizan pt1.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1.0,False
5,"los peligros del cigarillo electrnico / vapeo. nada es inocuo, y en especial inhalar humo a alta temperatura con sustancias txicas. fumar no es saludable.",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1.0,False
6,"se fueron en vola contra el vapo, andan muy aburridos? o cul es el plan? que los que empezamos a vapear volvamos a fumar? #ispcagandovidas",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.8778127958906525,False
7,la representante de la carolina giraldo asegur que a pesar de contar con el apoyo del sorpresivamente los dej plantados con la votacin para gravar los vapeadores y aumentar el impuesto al tabaco. impuestos saludables?,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.80853207532104,False
8,rt : por qu el presidente de la cmara de representantes no permiti la votacin para gravar los vapeadores y a,3,3_vapeadores_colombia_cigarros_mexicanos,vapeadores - colombia - cigarros - mexicanos - mercado - uso - negro - rt - debe - salud,0.8860487079350527,False
9,rt : el gobierno opt por no gravar los cigarrillos electrnicos y vapeadores ni aumentar el impuesto al tabaco. impuestos,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1.0,False
10,rt : pilas con los vapeadores! estn en tendencia en los jvenes. esta mujer afect su salud por cigarrillos electrnicos. 's,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.7993063414461135,False
11,"rt : alto! #vapeartedaa y a nuestro planeta tambin. los vapeadores no slo perjudican tu salud, tambin afectan al medio am",-1,-1_rt_vapeadores_vapeo_vapear,rt - vapeadores - vapeo - vapear - plstico - murieron - ayer - mas - exconsejero - corte,0.0,False
12,rt : publica un reportaje sobre los beneficios que tienen alternativas como el #vapeo para dejar de fumar.,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.9096531413390482,False
13,"rt : pregunta seria, que fue peor? el vapeo o el holocausto?",-1,-1_rt_vapeadores_vapeo_vapear,rt - vapeadores - vapeo - vapear - plstico - murieron - ayer - mas - exconsejero - corte,0.0,False
14,"sep_mx: rt : muchas personas usan #vapeadores porque piensan que son una mejor alternativa al cigarro y otros productos, pero no saben de qu estn hechos y de dnde vienen estos materiales nocivos . #dejaloya porque #vapeartedaa y #v",-1,-1_rt_vapeadores_vapeo_vapear,rt - vapeadores - vapeo - vapear - plstico - murieron - ayer - mas - exconsejero - corte,0.0,False
15,"claro que la venta de esa anfetamina est prohibida sin receta mdica y menos a un menor de edad. el gobierno federal hasta miles de pesos en campaas contra vapeadores, pero no tiene idea de lo es el perico y ms mezclado con bebidas energizantes, y menos para nios.",-1,-1_rt_vapeadores_vapeo_vapear,rt - vapeadores - vapeo - vapear - plstico - murieron - ayer - mas - exconsejero - corte,0.0,False
16,rt : #vapeartedaa alguna vez te has preguntado qu contienen los vapeadores? aqu te lo contamos! hay componentes que causa,2,2_vapeadores_salud_rt_riesgo,vapeadores - salud - rt - riesgo - uso - conoce - vapeo - aqu - aos - jvenes,0.8002932191390912,False
17,"mentiras y ms mentiras, los vapeadores ayudan a que dejemos de fumar y son menos dainos, esta cuenta est desmintiendo ese tweet, creamos esto, los venera ayudan",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.7452015071688822,False
18,"rt : pilas de litio y plsticos, tirados por la calle igual que las #colillas de #tabaco irlanda prohibir los vapeadores #eci",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.7897683017840338,False
19,buscan regular venta y uso de vapeadores en colombia: las claves del proyecto,3,3_vapeadores_colombia_cigarros_mexicanos,vapeadores - colombia - cigarros - mexicanos - mercado - uso - negro - rt - debe - salud,0.8860487079350527,False
20,a mi si me preocupa enormemente el consumo de vapeadores y cigarrillos electrnicos en adolescentes en colombia. aqu les comparto mi informe,3,3_vapeadores_colombia_cigarros_mexicanos,vapeadores - colombia - cigarros - mexicanos - mercado - uso - negro - rt - debe - salud,0.9094615727477471,False
21,rt : otra vez ests pacheco. ya bjale al vapeo...,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,0.804607167951109,False
22,rt : los libros de rafael santandreu me recuerdan al vapeo para dejar de fumar. ambos te prometen la mxima solucin a tus pro,0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,0.9436748387345889,False
23,necesito vapear ya no me queda,1,1_vapear_vapeo_rt_si,vapear - vapeo - rt - si - qu - fav - rubius - dos - dejar - ahora,1.0,False
24,"infrmate, vapear te daa. #djaloya #vapearesfumar #vapeartedaa nos sumamos a la campaa contra el uso de vapeadores, que constituyen un engao y riesgo para la salud. conoce ms aqu.",2,2_vapeadores_salud_rt_riesgo,vapeadores - salud - rt - riesgo - uso - conoce - vapeo - aqu - aos - jvenes,1.0,True
25,y vapeo,-1,-1_rt_vapeadores_vapeo_vapear,rt - vapeadores - vapeo - vapear - plstico - murieron - ayer - mas - exconsejero - corte,0.0,False
26,"no al uso de vapeadores! con el objetivo de prevenir a los jvenes sobre los daos que causa el uso de vapeadores, estaremos compartiendo breves videos que desmitifican el uso de los vapeadores, exponiendo con claridad los efectos negativos como la adiccin y el cncer.",2,2_vapeadores_salud_rt_riesgo,vapeadores - salud - rt - riesgo - uso - conoce - vapeo - aqu - aos - jvenes,0.7976219200901384,False
27,rt : vaporizador portatil con el que podremos vapear todo tipo de extracciones de la manera mas sencilla ademas de vaporizar c,-1,-1_rt_vapeadores_vapeo_vapear,rt - vapeadores - vapeo - vapear - plstico - murieron - ayer - mas - exconsejero - corte,0.0,False
28,"rt : los cigarros electrnicos o vapeadores resultan dainos para la salud, ocasionando enfermedades en muy poco tiempo de",0,0_tabaco_fumar_rt_vapear,tabaco - fumar - rt - vapear - vapeadores - vapeo - nicotina - dejar - cigarrillos - ms,1.0,False
