,Document,Topic,Name,Top_n_words,Probability,Representative_document
0,": Have you entered to win an , #vapers, and a #PS5 If you don't own a stoner bull you can still particip",4,4_vapers_bathroom_voices_theres,vapers - bathroom - voices - theres - caliburn - youre - match - sick - seize - scientists,0.6754854395979171,False
1,Just went live! Come watch the thiccdude play games. #supportsmallstreamers #supportsmallstreams #pcmaster #goldenvoice #handsomeAF #twitch #twitchstreamer #twitchaffiliate #vapenation,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,1.0,False
2,"Puedo entender el uso que ests haciendo t del vaper, pero si es un adolescente que comienza fumando vaper, no tienen ningn sentido quitarle hierro. Es como pasarte de la cocacola a la cocacola zero y sin cafeina. Vale. Pero lo suyo es que bebas agua.",3,3_vaper_fumar_fumando_vapers,vaper - fumar - fumando - vapers - fuman - cigarro - tabaco - clase - fumado - jvenes,0.8147828596811639,True
3,New Vape Awards Giveaway Now Live! - Enter now for a chance to win prizes from - - - VOOPOO - - - #ecigclick #vapeawards #vapegiveaway #vapefam #eliquid #vapelyfe #giveaway,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,0.7495395948000669,False
4,Se me han antojado un par de vaper con unos cuantos sabores. Quien va a ser en tontito que me los pague sin rechistar? findom rtgame paypig slowdrain finsub femdom bdsm brat sissy humanslave humanATM footfetish,1,1_vaper_vapers_quiero_compro,vaper - vapers - quiero - compro - vida - ms - like - parecen - xd - peor,0.8238492075553389,False
5,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset #cloudchaser #jcrew #jcrewfactory:,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,0.8926899282166378,False
6,: ha sio enterarme k 1 vaper desechable equivale a 2 paquetes d tabaco y lo he dejao al momento,3,3_vaper_fumar_fumando_vapers,vaper - fumar - fumando - vapers - fuman - cigarro - tabaco - clase - fumado - jvenes,1.0,False
7,: The duck #CloudChaser #ThePhotoHour #StormHour #SkyPhoto #Nature #NaturePhotography #clouds #beautifuldestinations #l,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,1.0,False
8,Wouldnt be friends with a vaper.,4,4_vapers_bathroom_voices_theres,vapers - bathroom - voices - theres - caliburn - youre - match - sick - seize - scientists,1.0,False
9,: Buy 1 Get 1 FREE SnowWolf Fuel Cell Mini 11W Pod Device -- $8.88 &amp; You Get 2 of these Kits!! #vapecommunity,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,0.9993599353016122,False
10,": 1/9 Particles? Stop Blowing Smoke Hey #vapefam, Recently I've seen an uptick in an old TC trope. ""E-cigarettes contain ultra",-1,-1_vapers_vaper_christmas_cast,vapers - vaper - christmas - cast - 2022 - choice - awards - fumar - review - prize,0.0,False
11,Warning 18+ Usual Vapers Morning #tits #on #couch Click on the video for full clip,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,0.8900822651913667,False
12,si no has fumado en tu vida y nunca has sentido la necesidad de hacerlo...... por qu vas y te fumas un vaper????? no puedo entenderlo,3,3_vaper_fumar_fumando_vapers,vaper - fumar - fumando - vapers - fuman - cigarro - tabaco - clase - fumado - jvenes,0.8100698740406721,False
13,"The shopping festival is approaching, what are your shopping plans? #vapelife #vapenation #vapeporn #vapeon #VapeFam #vapecommunity #vapelyfe",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,1.0,False
14,"you heard him, vapers are STINKY",1,1_vaper_vapers_quiero_compro,vaper - vapers - quiero - compro - vida - ms - like - parecen - xd - peor,0.5633484439874087,False
15,Life is what happens when you're busy making other plans. welcome OEM disposable podstarstonevapor.sally.com #disposablevape#vape #vapelife #vapenation #vapeon #vapelyfer #elfbar #LB5000 #HYDE #fume #fumeextra #extra #fume #fumedisposables #disposables #smoke,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,1.0,False
16,A delicious smooth custard base with a handful of fresh picked tangy and sweet blueberry &amp; blended in. A stunning all day flavor packed vape. #ukvaporwaves #vapeuk #vapor #vaping #vapers #eliquid #eliquiduk #vapejuice #vape,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,1.0,False
17,": | ""Te importa si fumo? Aparentemente, el hombre moderno fuma con vaper, pero yo sigo fumando cigarros. Soy un puto crtic",3,3_vaper_fumar_fumando_vapers,vaper - fumar - fumando - vapers - fuman - cigarro - tabaco - clase - fumado - jvenes,0.8263235900085844,False
18,": H: ""Oye no deberas fumar.."" V:""Es un vaper"" H:""Igual"" V:""Pero es ms sano"" H: ""Ya pero no deberas fumar, igual todo",3,3_vaper_fumar_fumando_vapers,vaper - fumar - fumando - vapers - fuman - cigarro - tabaco - clase - fumado - jvenes,0.8141247857161226,True
19,En qu cabeza cabe pensar que el vaper no es perjudicial? Estamos tontos o cmo va la cosa?,1,1_vaper_vapers_quiero_compro,vaper - vapers - quiero - compro - vida - ms - like - parecen - xd - peor,0.504319804402249,False
20,mentiroso yo t vi con un vaper,1,1_vaper_vapers_quiero_compro,vaper - vapers - quiero - compro - vida - ms - like - parecen - xd - peor,0.7074647115609641,False
21,i hate vapers too louis,-1,-1_vapers_vaper_christmas_cast,vapers - vaper - christmas - cast - 2022 - choice - awards - fumar - review - prize,0.0,False
22,: Good morning vapers VAPE HACKAmericanCherry Have a good day http,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,0.9969923335282406,False
23,Classic ample build space lets you build your DeadRabbit Solo #RDA coil with ease - #vapesourcing #vape #vapelife #vapecommunity #gift #FreeShipping #newarrivals #newvape #vapor #vaping #vapefam #atomizer,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,0.8368273396793436,False
24,pero si hay hasta videos de l con vaper,1,1_vaper_vapers_quiero_compro,vaper - vapers - quiero - compro - vida - ms - like - parecen - xd - peor,0.6139923105341769,False
25,Cool vapors smoothe your throatSoSoul AirVape Mesh Coil 600 puffs #SoSoul #Vape #VapeFam #Ecig #S600 #GoodVibes,0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,1.0,False
26,deja de fumar gilipuertas que te meto un bofetn que lo que te va a matar soy yo no el vaper,-1,-1_vapers_vaper_christmas_cast,vapers - vaper - christmas - cast - 2022 - choice - awards - fumar - review - prize,0.0,False
27,: Exclusive nicotine vapers' lung cancer risk from THE major lung cancer carcinogen is &gt;20X lower than in smokers. Even,2,2_vapers_nicotine_adult_smokers,vapers - nicotine - adult - smokers - smoking - million - use - tobacco - teen - quit,1.0,False
28,"Mi mam me escondi mi vaper y mi cadena como para darme una leccin de que el trago no deja nada bueno, porque pens que yo estaba ebria y no sabia donde dej las cosas, lo peor es que le hago el reclamo y me miente y se hace la victima",1,1_vaper_vapers_quiero_compro,vaper - vapers - quiero - compro - vida - ms - like - parecen - xd - peor,0.6743694679626158,False
29,"Stuck in the office on a rainy day with VAPORESSO LUXE QS, but still in a good mood! Only use vape in permitted areas. - Not for U.S. Market #vape #vaporesso #vapeon #vapelife #vapecommunity #vaping #luxe #office #rainy #good #mood",0,0_vape_vapefam_vapelife_vapecommunity,vape - vapefam - vapelife - vapecommunity - vapedaily - vaping - vapelove - uwell - vapenation - vapetime,0.7489407265493266,False
