,Document,Topic,Name,Top_n_words,Probability,Representative_document
0,": Persecucin matonesca en contra de la industria del vapeo en chile, con",-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
1,Las tabacaleras trabajan a full para desprestigiar y desinformar sobre el vapeo y gente ignorante da opiniones estpidas,3,3_tabaco_dejar_vapeadores_vapeo,tabaco - dejar - vapeadores - vapeo - gobierno - fumar - prohibicin - vapear - aumentar - impuestos,1.0,False
2,"Jajajajajajaja dos consejos: 1.- cuando te paguen por campaas pendejas, asegrate que lo vas a tuitear tenga fundamento cientfico. 2.- Cuando quieras atacar al vapeo, lee por lo menos dos ensayos clnicos que se contrapongan en los resultados y de ah partes para tu argumento",2,2_vapear_dejar_vapeo_ahora,vapear - dejar - vapeo - ahora - clase - solo - diciendo - segui - profesor - historias,0.6457819307158538,False
3,llevo tres aos vapeando y mis exmenes mdicos y pulmonares han sido excelentes gracias al vapeo he tenido una disminucin de dao en mis pulmones,0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,0.7821976594723247,False
4,"Vapeo desde el 2019 y veo muchas publicaciones de que le vape es malo y peor que le cigarro, es verdad es mucho ms adictivo y ms sencillo de utilizar en cualquier lado (no como el cigarro) pero todas esas publicaciones de que se hospitalizan pt1.",1,1_nicotina_tabaco_fumar_cigarrillos,nicotina - tabaco - fumar - cigarrillos - vapeo - vapeadores - ms - vapear - lleva - menos,0.7401973873718212,False
5,"Los peligros del cigarillo electrnico / vapeo. Nada es inocuo, y en especial inhalar humo a alta temperatura con sustancias txicas. FUMAR NO ES SALUDABLE.",1,1_nicotina_tabaco_fumar_cigarrillos,nicotina - tabaco - fumar - cigarrillos - vapeo - vapeadores - ms - vapear - lleva - menos,0.8487780345534592,False
6,"Se fueron en vola contra el vapo, andan muy aburridos? O cul es el plan? Que los que empezamos a vapear volvamos a fumar? #ISPcagandovidas",3,3_tabaco_dejar_vapeadores_vapeo,tabaco - dejar - vapeadores - vapeo - gobierno - fumar - prohibicin - vapear - aumentar - impuestos,0.8531791335324631,False
7,La representante de la Carolina Giraldo asegur que a pesar de contar con el apoyo del sorpresivamente los dej plantados con la votacin para gravar los vapeadores y aumentar el impuesto al tabaco. Impuestos saludables?,3,3_tabaco_dejar_vapeadores_vapeo,tabaco - dejar - vapeadores - vapeo - gobierno - fumar - prohibicin - vapear - aumentar - impuestos,0.9078092253669412,True
8,: Por qu el presidente de la Cmara de Representantes no permiti la votacin para gravar los vapeadores y a,-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
9,: El Gobierno opt por no gravar los cigarrillos electrnicos y vapeadores ni aumentar el impuesto al tabaco. Impuestos,3,3_tabaco_dejar_vapeadores_vapeo,tabaco - dejar - vapeadores - vapeo - gobierno - fumar - prohibicin - vapear - aumentar - impuestos,0.9078092253669412,True
10,: Pilas con los Vapeadores! Estn en tendencia en los jvenes. Esta mujer afect su salud por cigarrillos electrnicos. 'S,1,1_nicotina_tabaco_fumar_cigarrillos,nicotina - tabaco - fumar - cigarrillos - vapeo - vapeadores - ms - vapear - lleva - menos,0.7585504418612474,False
11,": Alto! #VapearTeDaa y a nuestro planeta tambin. Los vapeadores no slo perjudican tu salud, tambin afectan al medio am",-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
12,: publica un reportaje sobre los beneficios que tienen alternativas como el #vapeo para dejar de fumar.,-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
13,": pregunta seria, que fue peor? el vapeo o el holocausto?",-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
14,"SEP_mx: RT : Muchas personas usan #vapeadores porque piensan que son una mejor alternativa al cigarro y otros productos, pero no saben de qu estn hechos y de dnde vienen estos materiales nocivos . #DejaloYa porque #VapearTeDaa y #V",-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
15,"Claro que la venta de esa anfetamina est prohibida sin receta mdica y menos a un menor de edad. El Gobierno Federal hasta miles de pesos en campaas contra vapeadores, pero no tiene idea de lo es el perico y ms mezclado con bebidas energizantes, y menos para nios.",-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
16,: #VapearTeDaa Alguna vez te has preguntado qu contienen los vapeadores? Aqu te lo contamos! Hay componentes que causa,0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,0.9408879590400052,False
17,"Mentiras y ms mentiras, los vapeadores ayudan a que dejemos de fumar y son menos dainos, esta cuenta est desmintiendo ese tweet, creamos esto, los venera ayudan",3,3_tabaco_dejar_vapeadores_vapeo,tabaco - dejar - vapeadores - vapeo - gobierno - fumar - prohibicin - vapear - aumentar - impuestos,1.0,False
18,": PILAS de LITIO y PLSTICOS, TIRADOS por la CALLE IGUAL que las #COLILLAS de #TABACO IRLANDA PROHIBIR los VAPEADORES #ECI",0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,0.7464438543004651,False
19,Buscan regular venta y uso de vapeadores en Colombia: las claves del proyecto,4,4_cigarros_colombia_mexicanos_vapeadores,cigarros - colombia - mexicanos - vapeadores - mercado - uso - negro - salud - hoy - absurda,1.0,False
20,A mi si me preocupa enormemente el consumo de vapeadores y cigarrillos electrnicos en adolescentes en Colombia. Aqu les comparto mi informe,-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
21,#Actualidad Vapear una moda que oculta graves riesgos a la salud,0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,1.0,False
22,: Los libros de Rafael Santandreu me recuerdan al Vapeo para dejar de fumar. Ambos te prometen la mxima solucin a tus pro,3,3_tabaco_dejar_vapeadores_vapeo,tabaco - dejar - vapeadores - vapeo - gobierno - fumar - prohibicin - vapear - aumentar - impuestos,0.9165123848360014,False
23,necesito vapear ya no me queda,2,2_vapear_dejar_vapeo_ahora,vapear - dejar - vapeo - ahora - clase - solo - diciendo - segui - profesor - historias,0.9660095767284407,False
24,"Infrmate, vapear te daa. #DjaloYa #VapearEsFumar #VapearTeDaa Nos sumamos a la campaa contra el uso de vapeadores, que constituyen un engao y riesgo para la salud. Conoce ms aqu.",0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,0.9408879590400052,True
25,y vapeo,-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
26,"NO AL USO DE VAPEADORES! Con el objetivo de prevenir a los jvenes sobre los daos que causa el uso de vapeadores, estaremos compartiendo breves videos que desmitifican el uso de los vapeadores, exponiendo con claridad los efectos negativos como la adiccin y el cncer.",0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,0.8869749261387279,False
27,: Vaporizador portatil con el que podremos vapear todo tipo de extracciones de la manera mas sencilla Ademas de vaporizar c,-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
28,": Los cigarros electrnicos o vapeadores resultan dainos para la salud, ocasionando enfermedades en muy poco tiempo de",-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
29,Aseguran mdicos que prohibir vapeadores quita opciones para dejar de fumar #RegulacinNoProhibicin,3,3_tabaco_dejar_vapeadores_vapeo,tabaco - dejar - vapeadores - vapeo - gobierno - fumar - prohibicin - vapear - aumentar - impuestos,0.8964335755036777,False
30,": Los invitamos a seguir este video donde se hablar ms de los vapeadores y su efecto REAL, nada d",0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,0.7415661503269425,False
31,: El tema de #RegulacinNoProhibicin va mucho ms all de los vapeadores. Se trata de preservar libertades,0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,0.8445151404491003,False
32,"Agradezco a los medios de comunicacin por su inters sobre este Foro: ""Mitos y realidades del vapeo Haca dnde debe ir Mxico?"" Escuchar a expertas y expertos en el tema fortalece el trabajo legislativo y la toma decisiones. #RegulacinNoProhibicin",0,0_vapeadores_salud_vapeo_uso,vapeadores - salud - vapeo - uso - plstico - riesgo - jvenes - cientficos - especialmente - constituyen,0.8627436810980824,False
33,": El uso de los vapeadores se debe de regular ms no prohibir, el gobierno ya no haya ni que hacer para joder #RegulacinNoProhi",-1,-1_vapear_vapeadores_vapeo_fumar,vapear - vapeadores - vapeo - fumar - ms - dao - adolescentes - 180 - murieron - puede,0.0,False
34,: Los ciudadanos que vapeamos solo EXIGIMOS ALGO #RegulacinNoProhibicin El negar el #vapeo es cerrar la puerta a mas fumador,3,3_tabaco_dejar_vapeadores_vapeo,tabaco - dejar - vapeadores - vapeo - gobierno - fumar - prohibicin - vapear - aumentar - impuestos,0.917668499203607,False
