,Document,Topic,Name,Top_n_words,Probability,Representative_document
0,ML! YAA ALLAH KEREN BANGET GEEKFAM????? SUMPA CENGO W NNTNNYA ANJEENNGGG,1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,0.9424059466979771,False
1,"BLACKLIST DIKASIH TELOR COO SAMA GEEKFAM, GGWP BOYS",0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
2,Gokss geekfam,1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,0.8376069635214162,False
3,Jadi kalau EVOS kalah sama GeekFam pasukan KONDOM jangan norak !!! Blacklist aja di bantai 2-0 Chuaaaaakkkkkkkzzzzzz !!!!,1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,0.6176810241143529,False
4,": #Giveaway #CaliburnA3 The bunch has wonderful textured and cool functioning, featuring the Caliburn A series. Tell us what",0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,0.8681239640836305,False
5,Congratulations,1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,1.0,False
6,"iya iya bang ga da yg TB, it fredrin cmn pajangan di geekfam",1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,0.7832612732324354,False
7,wah makin gokil anj geekfam,1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,0.8106788834718318,False
8,geekfam sih ngeri bgtt ya ini,1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,0.889336770583993,False
9,"nt geekfam gg onictq udh ngasih match yg ga bikin ngantuk,buat onic semoga konsisten sampe M4 dan buat geekfam semoga bisa lebih improve lg walaupun kalian udah gg bangettt,cant wait to see u guys in MPL S11.",0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,0.8243394618334602,False
10,Whatsup To All Of Our Customers &amp; Followers : We Just Got TheseCBDMintPacksIn At : PalmasSmokeshop6711 Hollywood Blvd. Los Angeles CA 90028 #mints #cbdmints #palmassmokeshop #smokeaccessories #hollywood #losangeles #smokeproducts #hollywoodwwalkoffame,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
11,Best produts Taste,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
12,Rolling Tray With Magnetic Lid update #AnnapolisMD near mall #Maryland #Annapolis #parole near wawa #DowntownAnnapolis near Anne Arundel Medical Center #wes #pipes #pipe Delta8 #oilrig #hookah #kratom #CBD #puffco #cigar #vapeshop Tobacco shop #vaporizer #eliquid,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
13,Just posted a photo Area51 VapeStore Manado,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
14,: Ripe Collection New Flavor Esco Bars &amp; E-Liquids . . . #vape #vapedisposables #vapepic #vapeshop #eliquid #vapen,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
15,Say Hi to ARGUS Z ! Believe me you will love it in your daily vaping life! #VOOPOO #ArgusZ #voopoolive #vapewithvoopoo #vapers #ukvaper #ukvaping #vapinguk #vapeshop #vapenation #vapelife #quitsmokingtoday,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,0.9685430275702932,False
16,Frozen Banana - SWFT MOD Recharge . . . #vape #vapedisposables #vapepic #vapeshop #eliquid #vapenation #ejuice #vapelife #vapedaily #instavape #vapefam #vapor #vapepics #vapelyfe #vapelikeaboss #midwestgoods #wholesaleeliquid #ecig,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
17,,1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,1.0,False
18,"Hey friend, wanna try below milk tea cup disposable vape? I love it sooo much cuz it's sooo cute, and tastes really good~ Factory direct resource Mass production Competitive price #vape #ecig #vapewholesale #vapedistributor #Vaporeon #vape #ukvape #vapeusa #vapor",0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
19,"HelloI'm Bella from vigorbox vape company. We will attend the TPE23 show on February 22-24 2023 in Las Vegas , welcome to our booth, our booth NO.: 1253. My whatsapp008618680684875 Could you please tell me your whatsapp No.? So we can talk More convenient.",-1,-1_meeting_colors_holidays_tpe23,meeting - colors - holidays - tpe23 - 24 - booth - welcome - show - vape - vapenation,0.0,True
20,"Trying to quit cigarettes or just looking for your favorite vape juice? Come check out our selection of juices, mods &amp; tanks, coils, CBD, &amp; glassware. Now open in Bryant, Arkansas! Limited time 15% discount storewide! #vape #vapeshop #vapelife #vapefam #QuitSMOKING #CBD",0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,0.9930316219449601,False
21,smokeshop last sold me an edible,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
22,Just posted a photo Area51 VapeStore Manado,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
23,Night show,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
24,Lost Vape Centaurus Q80 Pod Kit Thit B Vape Kit Chnh Hng WEBSITE: 27/16/1 Nguyn Ngc Lc-P14- Q10 339/39B1 L Vn S - P13- Q3 Hotline : 0971.829.269 ( Zalo ) #tinhdauvape #vapeshopquan3 #vapeshopquan10 #vape #vapeshop,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
25,Fresh all day long #Uwell #Uwelltech #CaliburnA #vapedaily #vapetime #vapefam #vapelove #CaliburnA3 Only for adults(21+).,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
26,YESTERDAY NA MAY SAKIT AKO NAKICHISMIS NATO Sa kuya ko thankyouu!! Sa pakikinig at pag papayo. HAHAHAHAHA kahit napipikon ka sa kademonyohan ko natitiis mo parin ako HAHAHAHAHA See u soon Guluhin kita sa vapeshop nyo. Wag muna tayo mag usap pikon ka dimoko kaya HAHAHAHA,1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,0.7059166629308657,True
27,"Full article Lambertville, MI #vaping #mjbizcon #mjbizdaily #glassvape #glassvapecartridge #glassdisposable #extracts #vapelife #vapeshop #vapes #michiganmade #vapefam",0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
28,Peruvian is the Flavor of the Week: This super smooth cappuccino with a hint of hazelnut is perfect first thing in the morning. It's 50% off all week at the shops! #vape #vapeshop #ecig #ecigarettes #ejuice #eliquid,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
29,": #CaliburnA3 Shhhh, just enjoy this Caliburn A3 oil injection in silence. Hopefully, it will take you to a whole new world",0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
30,"Ppq 0 win lawan ph M3, 4-0 vs rsg pH final msc. Geekfam aja bisa menang lawan rsg Ama blacklist 2x, ppq gitu aja gk bisa. 3 kali ikut mseries 0 trophy",1,1_geekfam_love_congratulations_aja,geekfam - love - congratulations - aja - thank - send - iya - may - winners - bien,0.7189455232021854,True
31,: Which one do you want to stay with you tonight? #Uwell #Uwelltech ##cravat #vapedaily #vapetime #vapefam #vapelove #Uw,0,0_vape_vapeshop_vapelife_vapefam,vape - vapeshop - vapelife - vapefam - vapedaily - smokeshop - eliquid - vapelove - uwell - vapecommunity,1.0,False
