,Document,Topic,Name,Top_n_words,Probability,Representative_document
0,hardcore af. were always down to talk psych wards and mental health recovery over here on the pod. drop a line if you want.,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
1,rt : ya evaluaron las implicaciones legales que tendra cambiar de esa forma el proyecto? los que perdieron la licitacin pod,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
2,rt : excited to collaborate with podeum to host a fantasy pod for tomorrow's match between srilanka and england on podeum app. j,48,48_fantasy_cricket_following_contest,fantasy - cricket - following - contest - join - indvsnz - link - odi - play - ftn,1.0,False
3,"rt : defienden una democracia en la que nunca han credo. en mxico, lamentablemente, la divisin entre poder poltico y pod",19,19_democracia_gobiernos_dictadura_divisin,democracia - gobiernos - dictadura - divisin - izquierda - democracy - shock - solo - defensa - porqu,0.8025978048908531,True
4,"throw to first pod, maul and they can't get anywhere. cocksedge pulls it out and the forwards get to work.",-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
5,"rt : diamonds comes to me with ease joy and glory right and wrong, good and bad, pod and poc, all9, shorts, boys, povads, a",-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
6,rt : master marketing and you can monetize (practically) anything. bust most people don't know where to start. here are pod,45,45_salesforce_clone_chain_mil,salesforce - clone - chain - mil - supply - 1688 - monetize - ebooks - generate - inspirujte,1.0,False
7,"rt : mry dream plus /2000puffs0%~5%nidotine, primary source, looking for #ecigarette agents,wholesalers, #oem available. #vap",-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
8,rt : something weird is going on with my - mythic pod?,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
9,grog shop &gt; pod shop,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
10,"rt : ""ren"" ... vaya confianza! nosotros su familia espiritual lo llamamos como debe ser: nuestro il.. y pod",-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
11,rt : oh i cant wait to get stuck into this one. a1 cast. a1 pod.,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
12,rt : xbox marketing is bad. i had to rant about it on the pod. full rant:,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
13,definitely new for me so im really interested on how it works.. cant wait to know more about pod,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
14,rt : servicio a la comunidad: de nov a las :42 am en el estacionamiento que est detrs de la entrada principal del pod,46,46_villa_realiza_agwe_van,villa - realiza - agwe - van - lidera - inf - moru - labores - korean - kenya,1.0,False
15,rt : no puede haber padre que escuche a este nio y no sienta un dolor en el corazn... qu mas tenemos que esperar? esta pod,6,6_ser_tan_siempre_si,ser - tan - siempre - si - podemos - diferente - rt - bueno - usted - creo,1.0,False
16,rt : as bomberos de la ciudad rescataba a un carancho que qued atrapado en una red. el ave estaba levemente herida y no pod,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
17,"rt : creo que hay diferencias. el gobierno del pp y vox de castilla y len se congelan el sueldo. el gobierno de espaa, pod",-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
18,"rt : para muchos en canarias es el vdeo de la vergenza. vergenza de un ""pacto de las flores"" liderado por el psoe, con pod",-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
19,rt : tuktuk academy will be hosting a pod on podeum app for #indvzim match...we'll have discussion over all the tuktuk perfo,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
20,rt : new pod m in struggle with #foodsecurity. joining us to discuss access &amp; affordability here and around the worl,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
21,"rt : hoy estamos de celebracin porque la ied rafael pombo del municipio de sop cumple aos de vida educativa, y no pod",12,12_medios_qu_si_hiu,medios - qu - si - hiu - todas - comunicacin - consulta - prensa - comunidad - rt,0.31667782263808697,False
22,rt : luis miguel echegaray pod the wonderful joined me earlier today we chat about howluis excitement abou,7,7_sa_na_shlok_din,sa - na - shlok - din - kay - icm - hai - ang - ka - mar,0.43444372202752685,False
23,execute the sounds &amp; find my way,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
24,rt : mg ecig liquid makes me feel like i need to sit down when im already sitting down,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
25,have you acted with pacino and scorsese? matt walton has. hear his story on no wrong choices. available wherever you pod or click below. #acting #pacino #nyc,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
26,"shout out to sound. i think only one man stated i was bad at head, and a few years later( on my pod), he explained that he did like head( hard to believe ) anywho, i'm hard on myself so i want feedback whennever i give head a call or google survey",6,6_ser_tan_siempre_si,ser - tan - siempre - si - podemos - diferente - rt - bueno - usted - creo,1.0,False
27,"rt : estara mejor que hagan sorteos con la compra de lbumes, as por lo menos tenemos oportunidad las que no pod",-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
28,$emed infinity pain pod uplist by february merger and bo rumors $nxtp $cyrn and $vorb all green friday thats great $veon was green too.,-1,-1_pod_rt_amp_new,pod - rt - amp - new - one - like - get - today - last - great,0.0,False
