,Document,Topic,Name,Top_n_words,Probability,Representative_document
550,i was literally faded than a hoe when i hit my boys pod,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.269623348,FALSE
1752,i dont even remember why i was naked and in a pod help me out?,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.262967226,FALSE
2302,thinkin bout the time i found juul w a brand new pod under eleazar's couch that i'd lost a month prior,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.243558851,FALSE
2459,"did this bout yrs back, gave a fren who have a farm n did a cook out, all now the taste of they pod still ina me mouth but smoke ooda kill me had tiast breadfruit, jelly, cane, rain water etc, licka n food fi stone dog, i came back to london wid a piece a gut",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.276679325,FALSE
2703,"i'll put my earpiece back in its pod and close but my phone go still dey display am. oraimo's watch is so fake, bruh.",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.258232201,FALSE
2858,rt : my mom found my pod dlm satchel bag. god hope dia x jumpa condom aku selit dlm zip tu simpan utk emergency tkot terbabas,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.263245094,FALSE
3144,it's because of the shape of the ear muffs! not to go all music nerd on this as an avid dank pod enjoyer but if the ear pads are not the correct shape for your ears or on incorrectly they could have the opposite effect,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.25091144,FALSE
3623,i aint ever eat no detergent pod idk what yall was on,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.276679325,FALSE
3700,im still mad i lost my ear pod,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.229275226,FALSE
4189,rt : some random dude bought my used ecig from me last night at the bar lmao,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.271617173,FALSE
4355,praying to get called in for a shift at work so i can afford a new elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4360,yes *as i simultaneously hit a loon and elfbar*,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4368,elfbar sour candy is the shit,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.941139512,FALSE
4374,after security taking my juul and touching my balls making sure i dont have a firearm paying $17 for a beer,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.248769936,FALSE
4389,the pain when that little blue light on your elfbar begins to flash,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.913079345,FALSE
4393,whats the best elfbar flavor,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.533796722,FALSE
4394,[watching kats dad take my pie out of my bag and a juul falls out] oh thats not mine. i found that in an uber,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.255012489,FALSE
4395,bad juul rip and i puked god i hope no one heard that,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.256145646,FALSE
4396,my elfbar needs to hurry up n charge,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4407,im literally better than every1 w or w/o my elfbar argh i &lt;3 my elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,TRUE
4408,"elfbar need your full name, address in details, post code, country and phone no. email title with ""elfbar winner rd prize""",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.754603707,FALSE
4409,"me on a first date ""if you where an elfbar what flavour would you be """,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.438416243,FALSE
4410,"someone give him an elfbar, that should do the trick",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4412,seeing your elfbar blink hurts more than any heartbreak,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.516012151,FALSE
4426,"juul broke and fixed itself while researching mercurys caduceus it broke again, perm, later on",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.228813599,FALSE
4437,i wonder how many cals is in this elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.859825646,FALSE
4441,i simply need to get my hands on a elf bar in general day two without an elfbar going insane,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4445,"this is /j guys, my cherry elfbar is still kicking fr",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.922611974,FALSE
4447,rt : me after beers and a couple hits off someone elses elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4449,my elfbar made the most terrifying sound when i hit it rn omfg .. but did i carry on like nothing happened? yes,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.929618094,FALSE
4452,i go whenever i see him smoking the elfbar i gave him,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.626224745,FALSE
4455,"elfbar is running ""claw for xmas"" now. #elfxmas #clawforxmas",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4460,u can have this almost done elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4466,if you re around me and got an elfbar im punching u in the throat,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4467,love this new flavor elfbar i love how it ran out in the span of a week,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.467643994,FALSE
4470,fuck i hit the elfbar too hard again...,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4473,please leave them elfbar vapes in,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4476,rt : where tf is my elfbar bro i swear i left it in here,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.766019597,FALSE
4482,elfbar catchin up to my man,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4486,what is elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,TRUE
4492,mfs wake up and the first thing they look for is an elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4496,"the cute lil elfbar, same!",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4507,gonna make my th attempt to quit elfbar once this one runs out wish me luck,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.771664627,FALSE
4511,rt : when my elfbar dies and i have to wait for it to charge.,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.410994755,FALSE
4513,me laughing at those wheres my vape ppl also me: buys an elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.731103491,FALSE
4518,so excited to wake up and hit my elfbar early in the morning,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4525,being taunted by the elfbar on the other side of the fence,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4537,rt : hoes be sexy then boom elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.240646733,FALSE
4540,its not an elfbar its some other lame brand,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.704756103,FALSE
4541,hitting your elfbar while getting head is not hot,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.998239862,FALSE
4542,iget anyday elfbar shitty asf,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.732333948,FALSE
4543,rt : bought an elfbar today now i cant breathe,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4549,sorry to whoever tried to rob my car ln. i'd b rly mad if i only found juul pods and a toothbrush too,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.228813599,FALSE
4551,im taking a break from my juul ( i bought an elf bar),4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4552,that time i hit an elfbar while high and that's all i could taste for an hour,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4557,thinking of changing my dn from elfbar enjoyer to thanos throatfucker,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4567,"i got a boner while hitting my elfbar like damn, that buzz gave me a woody #whitepeoplewhentheylosettheyvape",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4569,elfbar so overrated dpmo. i hate how light they are and how fast they get burnt so expensive too tell me why i had to pay $25 for one. flavors are mid too idk maybe i have to try more,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.455577644,FALSE
4570,time when i was walking to work and someone threw an elfbar off the bridge above me and it landed like a foot away from me. i hope they die,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.915512463,FALSE
4573,me reading this with elfbar in my mouth,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4575,do not look at the elfbar in the back,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,TRUE
4580,i miss carrying my elfbar in my pocket like a crystal,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.938118789,FALSE
4582,i found someone's elfbar in my car and it reminded me of,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4585,rt : stuart atwell's left the pitch to get an elfbar from,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4587,when i go to twitchcon im having isaac sign my elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4590,we hav the same elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4592,rt : oh no baby i still fw you its jus tha way you threw me across tha room when you couldnt find your elfbar threw me of,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.349335584,FALSE
4596,"rt : elfbar rebrands name in response to u.s. vpr lawsuit despite the district courts preliminary order, elfbar continues to af",4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
4612,found my juul after tearing apart my apartment for like a week looking for it (behind the radiator). can i get some ws in the chat,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.276679325,FALSE
4613,level of lying: convinced my mom that my elfbar was a lip balm,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.642893841,FALSE
4619,my phones face id recognizes me when im hitting my juul but not when im smiling. much to think about,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,0.276679325,FALSE
4620,rt : matty healy with the elfbar,4,4_elfbar_found_hit_threw,elfbar - found - hit - threw - juul - im - ear - bar - still - hitting,1,FALSE
55,"rt : eautiful pod right here's. is cooking hard, i'm sure we're eating good soon #bbsnfts #nft #solanan",5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.736264171,FALSE
245,rt : pom pod &amp; muffin moss ....,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.898658746,FALSE
363,"the ""sweet &amp; salty"" juice + pod kit bundle",5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.881592266,FALSE
398,peruvian is the flavor of the week: this super smooth cappuccino with a hint of hazelnut is perfect first thing in the morning. it's % off all week at the shops! #vape #vapeshop #ecig #ecigarettes #ejuice #eliquid,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,1,FALSE
434,good morning . black jack in this luster pod this morning. also green tea mixed with blue lotus leaves &amp;my lightbox/sunlamp #memberville,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.789985809,FALSE
485,what kind of a sick fuck peels the chocolate off the bottom of a and then does not eat said reeses?! these kardashians are pod peopling our youth.,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.588279299,FALSE
492,"rt : shoutout to pod. who wants to eat organic, frozen grapes out my pussy?",5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,1,FALSE
549,fam. lets brunch and pod.,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.996340437,FALSE
604,"i only toast /2 the ground pod powder (lots of course bits), part as insurance against a burn. then the whole lot goes into the liquid, so /2 each gently browned and not. got some really good dried red in cuchillo once, need go there again, that was best flavored red ever.",5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,1,FALSE
701,youre the mango to my juul pod,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,1,TRUE
747,rt : sy open order almond nutella pod. rm28 pcs. boleh pos insyallah. tp sy prefer cod kuantan. support jualan cookies sy pleas,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.651649907,FALSE
770,healthy moringa pod curry with coconut,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,1,FALSE
1026,rt : crunchy cookies with nutella on top nutella pod original // rm18,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.602826231,FALSE
1114,the last time had a fruit was his mango juul pod from,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,1,FALSE
1257,rt : hog roast - the pie pod - fanzone,5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.657924031,FALSE
1344,"rt : rase una vez la ltima noche del ao, martn, martina y una fiesta sin igual ellos iban a cenar solos pero, qu ha pod",5,5_mango_juul_nutella_grape,mango - juul - nutella - grape - flavor - cookies - elfbar - sy - breeze - rm18,0.454494027,FALSE
