,Document,Topic,Name,Top_n_words,Probability,Representative_document
0,": Have you entered to win an , #vapers, and a #PS5 If you don't own a stoner bull you can still particip",0,0_vaper_vapers_quiero_ms,vaper - vapers - quiero - ms - vida - anuel - comprei - compro - xd - madre,0.731999832047819,False
1,Just went live! Come watch the thiccdude play games. #supportsmallstreamers #supportsmallstreams #pcmaster #goldenvoice #handsomeAF #twitch #twitchstreamer #twitchaffiliate #vapenation,-1,-1_good_vaper_vape_vapers,good - vaper - vape - vapers - vapecommunity - vapelife - cloudchaser - vapefam - vapenation - morning,0.0,False
2,"Puedo entender el uso que ests haciendo t del vaper, pero si es un adolescente que comienza fumando vaper, no tienen ningn sentido quitarle hierro. Es como pasarte de la cocacola a la cocacola zero y sin cafeina. Vale. Pero lo suyo es que bebas agua.",2,2_vaper_fumar_fumando_cigarro,vaper - fumar - fumando - cigarro - vapers - fuman - luego - uso - tabaco - smokers,0.7545833009234556,False
3,New Vape Awards Giveaway Now Live! - Enter now for a chance to win prizes from - - - VOOPOO - - - #ecigclick #vapeawards #vapegiveaway #vapefam #eliquid #vapelyfe #giveaway,7,7_prize_awards_giveaway_apple,prize - awards - giveaway - apple - cast - choice - 2022 - organized - inviting - votes,1.0,False
4,Se me han antojado un par de vaper con unos cuantos sabores. Quien va a ser en tontito que me los pague sin rechistar? findom rtgame paypig slowdrain finsub femdom bdsm brat sissy humanslave humanATM footfetish,0,0_vaper_vapers_quiero_ms,vaper - vapers - quiero - ms - vida - anuel - comprei - compro - xd - madre,1.0,False
5,So good I had to share! Check out all the items I'm loving on #poshmark #fashion #style #shopmycloset #cloudchaser #jcrew #jcrewfactory:,-1,-1_good_vaper_vape_vapers,good - vaper - vape - vapers - vapecommunity - vapelife - cloudchaser - vapefam - vapenation - morning,0.0,False
6,: ha sio enterarme k 1 vaper desechable equivale a 2 paquetes d tabaco y lo he dejao al momento,2,2_vaper_fumar_fumando_cigarro,vaper - fumar - fumando - cigarro - vapers - fuman - luego - uso - tabaco - smokers,0.8190492013639155,False
7,kiero mi vaper,0,0_vaper_vapers_quiero_ms,vaper - vapers - quiero - ms - vida - anuel - comprei - compro - xd - madre,1.0,False
8,: Vaper's Nest ANTIQUITY RDTA V2Stores,-1,-1_good_vaper_vape_vapers,good - vaper - vape - vapers - vapecommunity - vapelife - cloudchaser - vapefam - vapenation - morning,0.0,False
9,: The duck #CloudChaser #ThePhotoHour #StormHour #SkyPhoto #Nature #NaturePhotography #clouds #beautifuldestinations #l,1,1_vape_vapefam_vapelife_vapedaily,vape - vapefam - vapelife - vapedaily - vapenation - vapeshop - vapecommunity - vaping - vapelove - eliquid,0.8875577378204268,False
10,Wouldnt be friends with a vaper.,0,0_vaper_vapers_quiero_ms,vaper - vapers - quiero - ms - vida - anuel - comprei - compro - xd - madre,0.6066074135239968,False
11,: Buy 1 Get 1 FREE SnowWolf Fuel Cell Mini 11W Pod Device -- $8.88 &amp; You Get 2 of these Kits!! #vapecommunity,1,1_vape_vapefam_vapelife_vapedaily,vape - vapefam - vapelife - vapedaily - vapenation - vapeshop - vapecommunity - vaping - vapelove - eliquid,0.8261473027391172,False
